Tweet,Category
Congress will hold its first hearing on the Planned Parenthood controversy. Guess who wasn't invited to testify? http://t.co/kvkcKs3AcS,negative
"While not fantastic for Planned Parenthood, those calling for defunding arent being honest about deceptive videos. http://t.co/pf2PltXmA6",negative
LIVE: I'm at @HouseJudiciary's 1st hearing on the callous videos of Planned Parenthood's alleged abortion practices http://t.co/lAxACKVYwN,negative
That awkward moment when the GOP puts Planned Parenthhod on trial without letting Planned Parenthood defend itself http://t.co/jO5Wmxbazz,negative
@TGowdySC may God bless you in your fight against Planned Parenthood! Shutting down government would make sure women never get healthcare,negative
"Seriously, reminder that the Pope is no figurehead.  He is the leader of the Catholic Church.  He has real power, limited though it may be.",positive
DAILY POST: POPE reveals why he likes UHURU so much! See what he told WAMALWA! OBAMA may faint http://t.co/JfqHPgxwwM,neutral
Even the Pope thinks Cameron is a douche https://t.co/ACbeo0eGkj,negative
"The pope is being a bae again, but I feel like the Catholic church could be giving more to relevant charities. https://t.co/QW532U0ddP",negative
Even when the Pope says something nice he is saying something rotten. https://t.co/BifgNJvayK,negative
Cross Wires Tuesday headlines: Pope's Motu Proprio changes the way Catholics get annulments; Catholic parishes... http://t.co/DQk7lfwlim,neutral
"Hey @TonyAbbottMHR, the Pope missed your communique on just looking after the Christians.  https://t.co/gDLUTXe6B2",negative
"Love the combination of pics here: Pope at the gate, about to be released into the wild...? https://t.co/azBEmAnF8E",positive
The Pope and Mussolini: The Secret History of Pius XI and the Rise of Fascism in Europe review | Books | The Guardian http://t.co/FGe6kuSjcd,neutral
Good Tuesday morning. Big news out of the Vatican:  Pope radically reforms Catholic Church's process for annulling marriages. @GMA,neutral
"@RealJamesWoods in similarly shocking news, the sun is hot and the Pope is Catholic. Can't believe there is anyone who trusts this woman.",negative
"Beginning today at noon., 10,000 tickets will be available to the public for the Pope's event on Saturday,... http://t.co/WWuJO6GpII",neutral
( #TeamVillanosFDL ) Pope to make annulment changes: Pope Francis is expected to announce revisions on Tuesday... http://t.co/5yFUk0sz40,neutral
Tickets to see the Pope go on sale today at noon.  The rest go on sale tomorrow.  Here's the link and all the info: http://t.co/KA8KG8nTG8,positive
"This radical Pope is close to getting excommunicated ;) May the Force be with you always, @Pontifex.  https://t.co/mWJGbDAMU7",positive
@TheLocalEurope @Fjordman1 DE LABORE SOLIS = He is the last Pope for the Prophecy ! The Sun &amp; OUR Gods come back ! http://t.co/I0pqBtp4ek,positive
[KCCI] Pope changes annulment process for divorced: Pope Francis on Tuesday radically reformed the process by ... http://t.co/iNMvrlzZw6,positive
"obama &amp; the pope are everywhere. theyre getting everyone accustomed to seeing their faces everywhere. when sunday law comes, it'll be normal",neutral
Not Available,positive
"@Zoraidasambolin Life long Catholic but some of rules nonsensical.  Remember Venial sin, no meat on Friday's? So I don't worry about Pope.",neutral
"@DennisDMZ   And now the Pope who has forgiven annulments.   I think his words were ""fuck and be fucked""   I may have translated that wrong.",negative
"December 8 begins the Pope's ""year of mercy"".",positive
Not Available,negative
This pope is so cool I may just remake my MySpace so I can add him to my top 8,positive
Anyone else feel like Cool Pope may be in jeopardy of going down Julius Caesar-style?,negative
@TwickMuseum We understand that the site should reopen next Tues. Pope's Urn will be officially launched by Lord True on Mon 21 Sept,neutral
Families take in refugees as Pope calls on Europe's churches to open their doors - http://t.co/Qi8Gsgq7HX 1st X I disagree with his Holiness,positive
Are they closing all schools 4 the Pope visit or the Million man march anniversary???? Foolishness. ...,negative
"C'mon, do you wanna popular pope or a strong spiritual leader? Popularity and the Pope http://t.co/WB9s7qOiIK #catholic #popefrancis",positive
Not Available,negative
"@Reuters The Pope may get applause, but it is actually another e.g. of the church being pulled along by modernity. Still a long way to go.",neutral
"Pope simplifies Catholic marriage annulment: Pope Francis, making the most substantial changes to Catholic mar... http://t.co/puSOEsVGzB",neutral
@SEPTA_SOCIAL Re Pope: is it possible to take MFL from 2nd to 34th on MORNING of MONDAY Sept 28? When does MFL resume regular sched/stops?,neutral
"Join the Moral March in Washington, DC on September 24: On September 24, Pope Francis will address Congress on... http://t.co/QfyWQ5ys2X",positive
Tried to get Pope tickets but it sold out hotter than any concert!  Will try tomorrow at noon!,neutral
The Pope Wants To Make Annulling a Marriage Easier - Pope Francis on Tuesday revolutionized the procedure for Roma... http://t.co/x166DJP8Tj,neutral
It was just a matter of time. This Pope's day may be numbered as head of church -&gt; Conservative dissent is (cont) http://t.co/eEdlaePs3E,negative
Pope radically simplifies Catholic marriage annulment procedures: VATICAN CITY (Reuters) - Pope Francis on Tuesday made it simpler an...,neutral
@heatherw25 I just hope the You Only Pope Once pale ale doesn't go quite as fast in Cape May that weekend,positive
#World: Pope's faster annulment plan may mean less in U.S.: Pope Francis has just reformed t... http://t.co/8P7Fb9mtfY via .@TheNewsHype,neutral
@RorateCaeli @ProtectthePope Thanks 'pope' Francis for quickie divorce VII style. 2nd Council + Novus Ordo the work of Masonic infiltrators,neutral
Its been a hard days fishing  today my 1st fish a ruffe a good start I thought I'd been blessed by the pope! http://t.co/tucMpVm20U,neutral
@RichardJonatha call Hafiz saeed sir he may help u out. Maybe Pope can b handy . Try it.,positive
"Celebrating the Pope: What Makes Pope Francis Tick? FREE webinar: Sept 10, 7-8p EDT More info: http://t.co/awgzJYMTz7 @MattBunson presents",positive
"As a Jesuit Pope visits the US, you may have questions about us. Check out the US and Canada Jesuits' resource page: http://t.co/dkw27zY531",positive
Pope Addresses Portugal's Bishops on 5-Yearly Visit: Pope Francis on Monday received in audience the bishops o... http://t.co/vL5T2T9Z1E,neutral
Question!!!!!! Somebody settle this for me.....  when the pope comes in town the weekend of the 25th of... http://t.co/6DNTE0xjaL,neutral
The Pope is only as nice as he has to be to lure you back in: Cool Pope strikes again: Pope Francis on Tuesday... http://t.co/ALybE0Tl8K,positive
"Pope Francis USA tshirts on sale for $10 to Mr. Hylka-room 219 by Thursday 3pm. These will be worn 9/23, the day the pope arrives in the US.",positive
I wish the Pope would do ANYTHING other than canonize Serra when he visits my school on the 23rd.  I really like... http://t.co/U9LcnM7dCS,neutral
"Looks like I have a 1/3 shot at getting tickets to the Pope's Mass. So if anyone isn't busy at 12EST tomorrow, I'd appreciate some help.",positive
"Pope Benedict XVI 1st to quit in about 600 yrs, feared a bad pope would be chosen.  http://t.co/Qtvmr4xNcc https://t.co/asrPlVYydb",positive
Hey everyone go vote so the POPE vs Woodstock game can be shown live on TV on Friday!           http://t.co/eaAPxLtYRr,positive
"Went on a tour of the Basilica, where Michelangelo was buried. Going to the Sistine Chapel tomorrow. Pope is speaking there.",positive
It was a Disrespectful Travestys for POTUS to send 2 Pro-Aborts (Pelosi &amp; Biden) to the Pope's Installation! https://t.co/a9ivhV29eV,negative
Not Available,positive
Not Available,positive
I am glad the Sanhedrin is back in business (because of the 3rd Temple) and will be trying Obama and the Pope in absentia Well deserved.,positive
"If you missed out on Pope tix for Independence Hall,just annnounced 2 more tix avails online 4&amp;8pm Wed @fox29philly http://t.co/FOYiCO4hQg",positive
LADY TECNIQ NEWS A Quick Pope Primer: Things to Know Before His Historic Visit to the United States Later This Mon... http://t.co/jRh7bG0zbL,positive
Pope's faster annulment plan may not mean as much in the US. http://t.co/JQT2PL2GNg @Pontifex,neutral
Today the Pope announced making it easy to get an annulment. Coincidence that today is my 25th wedding anniversary? #omen #wtf #SignFromGod,positive
Sen. Schumer to announce Wednesday the winners of tickets to see Pope http://t.co/aoZ17ZBgOq,neutral
WISCTV_News3: Pope's marriage annulment changes expected to make church more inclusive #news3  http://t.co/f7uPXynC7q,positive
Not Available,positive
Not Available,positive
Not Available,neutral
We just had a great time with Joyce Coronel with The Catholic Sun.  She interviewed several families who are going to see the Pope.,positive
What's going on? Tickets for pope Mass available Wednesday - The News Journal http://t.co/nuBKBMFBFY Get found -&gt; http://t.co/nbAPjWTaKw,neutral
Not Available,neutral
"""I wonder if the Pope watches our games"" - @joeschmidtiv may be the quote of the season",positive
My Jesuit university sent out an email saying the Pope will be giving mass at Madison Square Garden on September 26th. Starts at 6:30,neutral
@jimmykimmel @RitaOra @chrisbrown so you balance out an American hero with a  woman beater? Who's on tomorrow the pope and O.J?,neutral
Is the Pope a Catholic? Do they drive PU trucks in Alberta? https://t.co/8MtvAP9FIl,neutral
Not Available,neutral
"Religion's power is not in becoming more like you but in showing you an ideal to copy. So while many may like the pope's changes,as an (1/2)",positive
"@AnGeLiTaHpsycho @jillkentok The Pope is way advanced than the century self, he's probably in 23rd LMAO",neutral
"Pope says marriage annulment should be free, new rules may mean marriages can be annulled in just 45 days in some cases.",neutral
@tousledlwt so the pope visit the philippines somewhere in january,positive
"@bertyashley @RichardDawkins Better call the Pope. He may be more sympathetic, one never knows.",positive
Hope the Pope heard about it  https://t.co/scTGFNmR8L,positive
"September 23 , CERN, Pope meets congress for the first time ever.. Y'all betta wake up.. It's bout to go down ..... http://t.co/ZSyFuidu8F",positive
The Pope is coming &amp; our 1st graders are learning about his travels with Flat Francis! Mrs. Donohue you're awesome! http://t.co/s3QoI1TuOe,positive
Serbian President to Visit Pope Francis on Friday: Serbian President Tomislav Nikolic will meet with Pope Fran... http://t.co/sUNcLqpIx9,positive
@Michael_Nutter like how are ppl supposed to pay rent? Should i ask the pope on the 26th when he comes?,negative
Focus on Faith and Climate Change: Pope Francis &amp; the 4th era of the Catholic Church's engagement w/science http://t.co/jWS4qnnTbU Premium,positive
"More confusion from Francis, the First Merciful Pope http://t.co/Rw9Hipkych",neutral
@CatObserves Pope to make historic US Congress address on Sept 24 - News - http://t.co/8XJsF4pqvd http://t.co/EjHybZfW7t @jamaicaobserver,positive
Not Available,neutral
Pope concelebrates Mass with Armenian Patriarch: History was made on Monday when Pope Francis concelebrated mo... http://t.co/9ark3Hrrne,positive
"Skimmed it  May not LIKE the SCOTUS decision but it's THE LAW. No offense, but your Pope? Climate Change? seriously? https://t.co/xg2ErQjdvH",neutral
@irishfluke_ oh there UE Monday ok. I wonder what days we'll have cause of the Pope,neutral
"The Little-Known 9th C. Marriage Crisis &amp; the ""Great"" Pope Who Stood Firm | ChurchPOP http://t.co/PKpTEFoviF http://t.co/vBvM8J7gOw",positive
Not Available,positive
The Pope RSVPd. Have you? Take your selfie with the pop-up Pope at our Fall Social on Monday! http://t.co/jHdq6ZvWIw,positive
@PopeLeoXII The theologians of the Church teach that the See may be vacant at the death or resignation of a Pope until a new one is elected.,neutral
tbh I may be even more excited about the Pope's joint session with The U.S. Congress than his public appearance/ Mass in philly,positive
How the pope's personal experience with annulments may have led to reforms https://t.co/ejAOvcirzw via @DeaconsBench,neutral
Come say hello this Saturday at Founder's Day... Just look for the Pope! http://t.co/auLKY5rtOp http://t.co/n1qIf1wPmm,positive
We just got an email warning us that THE POPE IS COMING in two weeks. The next email said that BIEBER IS COMING tomorrow. ACK.,negative
"Pride Parade - join the @VancouverPride festivities this Sunday happening in the West End, from 12-3pm! http://t.co/Np5PDOZ8lk",positive
"Embrace community diversity, &amp; unity once again as the Pride Parade celebrates its existence for 37 years this Sunday http://t.co/76DTaRhzZJ",positive
"Find out about road closures on Saturday 1 &amp; Sunday 2 August, due to Pride Parade &amp; Village Street Party at http://t.co/fVzlO8YZUM #Brighton",neutral
@wildandkyung btw from one gay babe to another; what do u think i should wear to pride parade on saturday? it'll probably be raining but-,neutral
I couldn't get Aug 16 off I'm so sad I really wanted to go to the pride parade,neutral
"In case you missed it, or want to look for yourself, last Sunday's 21st annual #LdnOnt Pride Parade airs at 8 p.m. tonight on Rogers TV.",positive
I'll be joining @JustinTrudeau in Vancouver's Pride Parade Sunday. Walk with us! http://t.co/ynnw2jL4ax #burnaby #vanpride #lpc,positive
Bus services in Liverpool city centre will be affected on Saturday due to the Pride Parade http://t.co/GIxZlG8PRf,positive
There better be a cold beer waiting for me at the finish line to the Pride Parade on Sunday! #thisisnotajoketweet,positive
SOGIC and #LawyersWithPride are getting ready for the Pride Parade in Vancouver this Sunday. Hope to see you there! http://t.co/dsKnquJOKt,positive
"As much as I love Pride Parade, you may have a point. Jamaica isn't ready (yet!).  https://t.co/88Gyw6eK4L",neutral
#Jerusalem should have its next pride parade on Saturday.  Can't cut people on the Sabbath!,neutral
ooh!! i should totally wear my fnatic tshirt to pride parade on saturday since it's all pink n cute heh,positive
"It's going to be a BIG weekend! Pride parade, official Patio Day &amp; a holiday Monday. Check out out hours--&gt; http://t.co/SuO5nrX9Js",positive
Not Available,positive
"YVR! I need to find a wagon to borrow for the pride parade on Sunday. Red flyer, folding camp wagon etc. Something to hold a cooler. Halp!",neutral
Check out this awesome 1965 Cadillac De Ville that LINC will have for the Pride Parade on Sunday! Very kindly... http://t.co/pX7Jf5VQSW,positive
Ready for the Pride Parade on Sunday? Here's the route so you can plan ahead: http://t.co/sG0P9rHaMZ -#PEAKMornings http://t.co/AEQp4IGdZo,positive
I invite you to join me at the Pride Parade tomorrow. We will be meeting in the Provincial Government parking lot at 12:00pm. See you there.,positive
We add our regrets for yesterday's tragedy at the Pride Parade. May Peace Happen during our time.  Shabbat Shalimar  https://t.co/vh3nLT2Yef,neutral
Samson Odin Thor Caesar have just arrived in Brighton to assist local officers with the Pride Parade tomorrow  PS3481 http://t.co/WQXB5uNgh3,positive
"@TVP_horses Good luck Thor, Samsom,Odin and Ceasar.  Do the Mounties proud. May tomorrow's Pride Parade be a big success.",positive
Good times!  We are gearing up for the Pride Parade on Sunday!  Come out and cheer us on! Will be a great day!!!! http://t.co/8qI2tFmIjt,positive
Diversity is a beautiful thing. Watch for the #burnabyschools float in Sunday's PRIDE Parade. http://t.co/ZFJ8TLN2s6,positive
"Today it's the Pride Parade in Stockholm. It's been raining the whole summer here, but today sun is shining. Because love is shining.",positive
"Such a brilliant day in buzzing Brighton! Pride parade, sun and beach! Just wish @tjgdance and @EdwinJRay could have enjoyed it avec moi!",positive
"Pride parade outcome: Lots of fun, a heavy sun burn and back pain. Wish I could party tonight, but packing for GDC/Gamescom takes priority.",positive
"Join us at our pride picnic this Mon Aug 3rd at 2pm, the day after Pride Parade :) http://t.co/A4GIGeBhy4  #Vancouver http://t.co/YAxegHHo6b",positive
Due to the Pride Parade tomorrow the Free Shuttle will not pick up @BlueHorizonVan for the entire day. Pls go to @CanadaPlace #Vancouver,neutral
"@SergioToronto Thanks for RT, my dear! By the way, If you hear noise from the West, it's just this Sunday's Pride Parade in Vancouver :))",positive
Look for me tomorrow with the @VPL and @CityOfVancouver at #Vancouver's Pride Parade. @vancouverpride,neutral
Horrible news. The 17 yo girl stabbed at the Pride Parade on Thursday died of her wounds... BDE,negative
The worst: the girl stabbed in the Pride parade has died   http://t.co/RtWE92pP4P http://t.co/oJjk6U5BCD,negative
We will have to wait to hear from #LPC ldr @JustinTrudeau he is en route to #Vancouver to march in the Pride Parade today #cdnpoli,positive
Not Available,positive
Photos: Pride Parade in Vancouver: Hundreds of thousands took to the streets Sunday in downtown Vancouver for ... http://t.co/CBbGFBirXX,neutral
Not Available,positive
Video: Pride Parade Vancouver: The 37th Annual Vancouver Pride Parade filled the streets of Vancouver Sunday. ... http://t.co/Loq0eZFrKY,positive
@NualaMcAllister @dinomulby @BBCTalkback My wife is a devout Christian and she went to the Pride Parade on Sat. and loved it.,positive
The Pride Festival starts soon in #CapeBreton! Join the labour movement Saturday at the Pride Parade! #CBpoli #canlab http://t.co/9CoJtRr4db,positive
"Close to 700,000 people packed into Vancouver's West End Sunday afternoon to celebrate the 37th annual Pride Parade http://t.co/qnFMSWr3uI",neutral
Sunday at the Pride Parade---by the look on his face Justin was 'just not ready'.@LG1043 http://t.co/d1qhJ9j6fR,neutral
"woo! my film is all ready for the exhibition! Should be a super busy day on Sat: Exhibition, Pride parade, fetish meet up and partying!",positive
March with @MercyForAnimals in Cleveland's Pride Parade tomorrow.  https://t.co/gBNp73mwHp,neutral
Watch the 2015 Pride Parade live from Reykjavik on our web camera on the 8th of August at 2PM http://t.co/5CvZDhwJtL,positive
We want your beautiful face in a photo w/ #PeaceCar at the Pride Parade in Madison Sunday. @OutReach_LGBT #pride http://t.co/2mIwJnKpNX,positive
Sunday is Pride Day! Come tomorrow to @WEPridefest to see Pride Parade and enjoy the day with exciting entertainment! http://t.co/HRMny0W2sg,positive
Thanks for retweeting @cluttercoco. On the road home from summer holidays. Back in Fredericton tomorrow and I'll be at the Pride Parade.,positive
Meet up at Starbucks by the Capitol around 10:30 tomorrow morning! Clipboarding before the PRIDE parade!,positive
The #Dementia Community Roadshow vehicle will join Manchester's pride parade on Saturday August 29 for the first time http://t.co/4gy5Os5jTy,positive
Not Available,negative
lola Vancouver's Pride Parade - Sun Protection - HereInVancouver has added a photo to the pool: http://t.co/Ej9SSzTJuJ,neutral
"Some of our services will be affected tomorrow in Cardiff due to the Pride parade, full details here http://t.co/aKdNW6iong",neutral
Not Available,positive
We will be walking in the Pride Parade on Saturday (parade starts at 1pm  at Foundry/Main St. Let us know if you... http://t.co/haUHTTlaEY,positive
"@JulieSLalonde @deBeauxOs1 I'll be working Saturday, but hope to watch the pride parade on Sunday. #canqueer #ottawa",neutral
Not Available,neutral
Not Available,neutral
Are you attending the Pride Parade this weekend? Join our float and march with us! #CapitalPride http://t.co/m1oHG5EJlV,neutral
Need something to do tomorrow? Why not celebrate Pride with us by attending the Pride Parade. Start time is 1pm... http://t.co/P8nL5Tj9h7,positive
"Gay rights advocates say conservatives need to walk the talk, not just march in Pride parade http://t.co/ef4VoDxIlX http://t.co/eANyonC1eT",neutral
Pride Parade will take place in the downtown core tomorrow starting at 1pm. Find out which roads are affected here: http://t.co/PMFaxNPMrL,neutral
#LRT My mom just called to razz me about not inviting her to help decorate the Pride Parade float I'm going to be in tomorrow.,neutral
Make plans to come join us at the Pride Parade tomorrow starting @ 13h!  #CapitalPride #OttawaPride #Ottawa,positive
We all deserve love and happiness. It was lots of fun to attend the 30th Annual Pride Parade today @dylanblackradio http://t.co/1Qnh1yfMK0,positive
A fine afternoon photographing the Pride parade on Saturday afternoon. http://t.co/WKeQm8dhi2 #BeHappy #PrideGlasgow #Pride2015,positive
Who wants to go to a Pride Parade with me Saturday?,positive
"Fyi, it's ""Go Topless day"" on Sunday. In NYC fans of gender equality will be marching in a Pride Parade. http://t.co/3M09Twea8V",neutral
"@bootif1 There will be some road closures on Saturday for the Pride Parade, details can be found here: http://t.co/nFmDzHmWL4",neutral
@ChairmanBLAOW sure? Magneto McKellen is leading out the Pride parade in town on Saturday,positive
Join YES Shelter in the Pride Parade Sept 19th 1:30-3pm: &amp;nbsp;   Join the Youth Emergency Shelter as we... http://t.co/m3SFwaJNmx,neutral
They should celebrate Masashi Kishimoto's historic visit to New York Comic Con with a special Hokage Pride Parade down 5th Avenue!,positive
Parents in Zurich and going to Pride Parade tomorrow. I'm jealous :),neutral
"Remember that the Pride Parade is on tomorrow in Manchester! If you're thinking of going to town, there'll be... http://t.co/l0Lr1Gkmot",positive
Not sure I'll get to the Manchester's Pride parade tomorrow :(,negative
Good luck to the Pride Parade tomorrow it the big city .,positive
"@HavenFusky 's party was so friggin fun and amazing, thank you for hosting, it was soooo much fun again, now the Pride Parade tomorrow!! &lt;3",positive
"@NBCHannibal @EW I'm missing the #Hannibal finale for #ATX Pride Parade, but can't wait to watch it tomorrow morning!!!! #MurderHusbands",neutral
Pleased to welcome the LGBT community to the Capital City for the 26th Annual Pride Parade in downtown Lansing... http://t.co/fHcfGWgqJX,positive
We're having a sausage party at 1412 E.6th St from 9pm-2:30ish. Stop by after the Pride parade,positive
A pleasure and honour to march with @stonewalluk at the Pride Parade in Manchester yesterday! #ManchesterPride2015  https://t.co/fpbjQSc3YT,positive
This Friday is the deadline to get your applications in for the Pride Parade!  You can email them to... http://t.co/OmQpYsSUXZ,positive
Anyone in Calgary going to the pride parade on Sunday?  :),positive
Pride Parade this Sunday -- looks like it's going to be huge!  https://t.co/tbC69GU4Gm,positive
Getting the our look ready for the Pride Parade this Sunday in Calgary.,positive
Watch Brian Burke right now @GlobalCalgary ....   he's the Parade Marshall at the Pride Parade this Sunday....,positive
"My tartan will have to take a rest this year, I'm part of the broadcast crew for the Pride Parade on Sunday!! https://t.co/qyyPzdwHfM",positive
Not Available,neutral
Are you joining us for the Pride Parade on Sun Sept 6? Starts at noon! http://t.co/sXlkWAwuKw,positive
Brian #Burke will serve as grand marshal of the #Calgary Pride Parade on Sunday. http://t.co/UkcOlsSNTD: http://t.co/NjbUJYTEDA,positive
Not Available,neutral
Planning on heading to the Pride Parade tomorrow? Here are all the details: http://t.co/u6KP5yQeD7 #YYCPride #YYC,positive
@calgarytransit will the service disruption be fixed before the Pride Parade tomorrow?,neutral
@RainMan_246 not a lot. Id love to go to the Pride Parade on Sunday except it's suppose to rain. How about you?,neutral
@JennaNFreeman Are you sure the Pride parade starts at 1st St SW.....I am pretty certain it is 1st St SE...,positive
Sportsnet 960 The FAN is a fan of the Pride Parade and we are so excited for it to get going. Grab a seat on 9th... http://t.co/CbZHptzuJw,positive
"Kootenay Pride Parade 2015 3pm SEPTEMBER 6, 2015 Back for its 19th year, the Pride Parade is the most visible... http://t.co/2sHx9n5G8r",neutral
"""Obviously he's not going to march in the Pride parade in San Francisco,"" says one of these non-Catholic fans.... http://t.co/MNXBtqHGGD",negative
"First the @InfernoCWHL, now the @NHLFlames march in the Pride parade - this is awesome.   http://t.co/yx3EUMUFRm",positive
Can it just be Sunday so I can go to Burlington's Pride Parade?,positive
"If Ric Flair replaces Hogan on tough enough, I may actually start watching it @WWE",positive
I know it's not Thursday but it's Magnum TA and Ric Flair... #cmon  https://t.co/wVcDY0lrlo,positive
Ric Flair is also telling friends he may replace Hogan on #ToughEnough,positive
"@tholzerman @Adam_Jacobi I feel in that department you may, unfortunately, be the Buddy Landel to his Ric Flair",neutral
"29 years ago today, July 26, 1986 Dusty Rhodes won his 3rd and final NWA World title by defeating Ric Flair at the Great American Bash.",positive
"I said, ""Whoo!"" like Ric Flair, and I'm off on Wednesday, so it's finna be a #TurntUpTuesday WHOO!",positive
Tank top Tuesday with my boy RIC FLAIR.,positive
Hmmm. so it may not be Ric Flair after all. someone else will be the new judge. IS IT STONE COLD STEVE AUSTIN? :O,positive
Not Available,neutral
"I would like to see docs on British Bulldog, Ric Flair's 16 title wins &amp; the Royal Rumble match. #DocumentThisWWE https://t.co/uKWo3wmtto",positive
"My Bench would be. 6th man Seth Rollins. Chris Jericho. Brock Lesnar. Ric Flair, and.... John Cena... just kidding. NOT CENA. xD",neutral
"Night of Champions on August 29th with WLW, Ric Flair and Harley Race in Troy, Missouri http://t.co/ScDv2mjpfg via @flairwhoooooo",neutral
Joe Cronin Calling the Action Friday Night - The NATURE BOY Ric Flair Is in the House  @TopRopePro   @WWENXT @NatbyNature  @KiddWWE,positive
I guess we will be doing lots of Bear Crawling in the A.M. They will sleep better and early tomorrow night at FCA Camp! Wooo Ric Flair,positive
"Stuck going down the rabbit hole of watching old Ric Flair promos.. Hey, it's Friday",neutral
"@SoniaAKM HE WAS ONLY 61 RAH, tbh I thought it would be Ric Flair to die 1st lol no disrespect to him",neutral
"My 1st live event Intercontinental Champion ""Rowdy""Roddy Piper tagged with Hogan against Sid Justice &amp; Ric Flair. #RIPRoddyPiper",positive
"I only saw Hot Rod live once, when he fought Ric Flair at This Tuesday in Texas. It's not on the PPV. It was just for us.",positive
"When it's Ric Flair, I may take a week off of work... https://t.co/fixfJXrT8Z",positive
Ric Flair on Roddy Piper -- 'World Won't be the Same' - Ric Flair -- one of Roddy Piper's longest and closest fri... http://t.co/YEgw6ycj8n,neutral
Not Available,neutral
"@mom2teebee OK, then I probably watched that one too.  I remember Ric Flair.  I loved the Monday Night Wars.",positive
"Tomorrow for my birthday, I'll be carrying around a boombox on my shoulder, listening to Ric Flair by @KillerMike all day.",positive
"Just read that there may be a ""RVD Farewell Tour"" similar to the one Ric Flair had up too Wrestlemania 24.... http://t.co/Xs8ASRGOP6",neutral
Heyyyyyy cool Ric Flair is debuting the big gold belt on this episode of NWA Saturday Night,positive
"was a part of it, still crying, still saying goodbye...Ric Flair may you live forever...way too much loss lately :( https://t.co/LH3GN01H1x",negative
"Roddy Pipers funeral was held Tuesday. Some of the most notable names that attended included Ric Flair, Triple H,... http://t.co/NKY3abaMIW",positive
"I believe it just may be @RandyOrton  to at least tie Ric Flair's World Title record, than the expected John Cena",neutral
"@VinceMcMahon If Cena wins on Sunday, it will disrespect the legacy of Ric Flair . Make the right choice @WWERollins for the win.",negative
How would you have felt if Ric Flair made the jump to the WWF during the Monday Night Wars? Would it have helpe... http://t.co/CJmnm0WKcP,neutral
Um surprised u ain't say Cena tying up with Ric Flair this Sunday with the new stipulation they JUST MADE lmao,neutral
There's one difference here. HHH was never Ric Flair's bitch.  This Sunday. I'm going to make you mine.  SIGNED. MIC DROP. SPOT ON. #RAW,neutral
Not Available,neutral
"Triple H was never Ric Flair's bitch, but Sunday Cena will make Rollins his.   Wow #RAW",positive
Rollins you better win on sunday at #Summerslam! I do not want Super Cena to tie Ric Flair's 16-Time World Title reigns. #Raw #TitleForTitle,neutral
"""HHH was never Ric Flair's bitch, Sunday I'm going to make you mine""",positive
Not Available,positive
"""Triple H was never Ric Flair's bitch. This Sunday im'ma make you mine!""  Phenomenal promo by Cena. -Matt",positive
Triple H was NECER Ric Flair's bitchm this Sunday i will make you mine -@JohnCena #RAW #SummerSlam,neutral
Triple H was never Ric Flair's Bitch... this Sunday? I'm guna make you mine! @JohnCena 2 @WWERollins ;) #SummerSlam #Badass @WWEUniverse,positive
"I can't watch Monday Night Raw anymore. I miss the Stone Cold Steve Austin, Ric Flair, Shawn Michaels, Eddie Guerrero &amp; the Hardy Brothers!",neutral
"""Triple H was never Ric Flair's bitch...this Sunday I'm gonna make you mine!!!""  - John Cena #Raw #TitleforTitle #JohnCena  #Truth",positive
"""@TripleH was never Ric Flair's bitch. But this Sunday, I'll make you mine."" -John Cena #beautifulwords #Cenation",positive
"@JustinLaBar ""Triple H was never Ric Flair's bitch. But this Sunday in gonna make you mine."" SCRIPTED. Well delivered. But scripted.",neutral
"Best John Cena mic speech ever! ""HHH was never Ric Flair's bitch; this Sunday I'm a make u mine!"" That was badass! #TitleForTitle",positive
"You may break the record, but you're no Ric Flair, Mr Cena",negative
Imma cry if Cena win the WWE Title this Sunday. There is no way he should tie Ric Flair's record for most world title reigns,negative
"""Triple H was never Ric Flair's bitch, but this Sunday, I'm gonna make you mine!"" No pressure Rollins, look at that look from HHH! #Raw",neutral
".@JohnCena Legendary  killing on mic @WWERollins ""Triple H  was never Ric Flair bitchh this sunday i make you mine"" #RAW #TitleForTitle #NGU",negative
"If Cena ties Ric Flair's 16th World Titles, that will truly be a slap in the face of Flair. Ridiculous #RAW",negative
*whispers* Ric Flair is at least a seventeen time World Champion. John Cena won't tie him if he wins on Sunday.,positive
"""He may be aiming for Ric Flair, but comes off more like Billy Gunn"" ~ anonymous WWE veteran in PWI about Dolph Ziggler.  Wow.",positive
@DecorousVictor Oh are you so sweet to me? Ready to tie Ric Flair this Sunday?,positive
#John Cena - WWE Universe Tripple H was never Ric flair's bitch.... this sun I will make u mine hehehehe cant wait for #Summerslam,positive
Not Available,neutral
Who so ever hate you doesn't matter.I know that you will be the 16th time champ. And hope you will break Ric Flair's record.NeverGiveUp,positive
@ouij my mother baby sat Ric Flair. #woo my brush with fame.,positive
Triple h was never Ric flair's bitch this sunday....... i m gonna make you mine #john_cena http://t.co/l3GB8Wo7Pk,positive
STONE COLD STEVE AUSTIN &amp; Wooooo RIC FLAIR is sat next to #WWESuperman RIGHT NOW here in the hotel bar. #FlyingHigh. #WWE #Summerslam week!,positive
Not Available,positive
Not Available,positive
Not Available,positive
I hope Ric Flair prevents John Cena from getting his 16th title. Wwe write that into the script @TripleH @StephMcMahon,neutral
