name,reviews_list,aspects,sentiment
Aramane Restaurant,Liked their King Fish prepared in Goan style,food,positive
Aramane Restaurant,Delicious,food,positive
Aramane Restaurant,Authentic chettinad food,food,positive
Aramane Restaurant,Must try for south Indian food lover's! Should try also manglore Style food ,food,positive
Aramane Restaurant,awesome crab sukka  ,food,positive
Aramane Restaurant,"This place is huge and non ac seating, with wooden interiors and paintings",ambience,positive
Aramane Restaurant,"Staff is polite, but doesn't seem too have tasted their own restaurant dishes",service,positive
Aramane Restaurant,we just had that 1 starter and left the place,food,negative
Aramane Restaurant,curd rice was too bad and the service also,food,positive
Aramane Restaurant,it was getting a bad experience,service,negative
Aramane Restaurant,so the packing has also bad i was getting the pack of curd rice has not packed in condition,service,negative
Aramane Restaurant,m just telling you plz don't do the service and m not expecting this kind of service,service,negative
Aramane Restaurant,"The staff were initially polite, but I thought they got frust with us challenging the quality of food",service,positive
Aramane Restaurant,"Fish was uncooked, mutton and chicken was hard, and parota was cold",food,negative
Aramane Restaurant,Biryani mughalai and chettinad were decent,food,positive
Aramane Restaurant, Most of the stuff we asked for was unavailable,service,negative
Aramane Restaurant, The food was great especially the chicken and mutton varuval- and if you are Tamil non-veg lover you will truly appreciate the taste much to the native styles,food,positive
Aramane Restaurant,and the support staff were very warm and courteous!!! Definitely a great place,service,positive
Aramane Restaurant,"Tandoori Soya Chap was not available, food was not that great', ' 2",food,negative
Aramane Restaurant,Spoke to the manager to congratulate the chef on my behalf as the food was very tasty,food,positive
Aramane Restaurant,The manager informed me that the restaurant does not use food color or soda in their food,food,positive
Aramane Restaurant,I will certainly come back with family n friends to eat healthy food here,food,positive
Aramane Restaurant,Lovely ambience and staff,ambience,positive
Aramane Restaurant,We had tandoori kebabs they were very juicy and nice,food,positive
Aramane Restaurant,"Very good service, food and ambience",service,positive
Aramane Restaurant,"Very good food and ambience, njoyed our meal",food,positive
Aramane Restaurant,"Tried lamb chop masala, chettinad biryani and aramane veg thali",food,positive
Aramane Restaurant,Awesome taste and value for money,food,positive
Aramane Restaurant,My favourite place for North Indian and south Indian food,food,positive
Aramane Restaurant,Lovely ambience and staff,ambience,positive
Aramane Restaurant,Best service experience compared to most restaurants on Bannerghatta road,service,positive
Aramane Restaurant,Finally found a place with good food and service,food,positive
Aramane Restaurant,Really loved the Lucknow chicken biryani and great service,service,positive
Aramane Restaurant,The ambience is amazing,ambience,positive
Aramane Restaurant,If you want a fine dining experience this is a great place to go,ambience,positive
Aramane Restaurant,"Polite staff, melting Afghan chicken, rightly spiced Hyderabadi biryani",service,positive
Aramane Restaurant,Menu is also very wide,food,positive
Aramane Restaurant,Value for money,price,positive
Aramane Restaurant,Had tastiest dinner after long time ,food,positive
Aramane Restaurant,They have food sense with very well done ambience,ambience,positive
Aramane Restaurant,Staff is very warm and welcoming,service,positive
Aramane Restaurant,Excellent food and service,food,positive
Aramane Restaurant,Very polite staff,service,positive
Aramane Restaurant,Best service experience compared to most restaurants on Bannerghatta road,service,positive
Aramane Restaurant,Finally found a place with good food and service,service,positive
Aramane Restaurant,Really loved the Lucknow chicken biryani and great service,food,positive
Aramane Restaurant,The ambience is amazing,ambience,positive
Aramane Restaurant,If you want a fine dining experience this is a great place to go,ambience,positive
Aramane Restaurant,"  Ordered half grilled chicken was not ready with little blood inside, prices are slightly high really I don't like the food at all not going back again ",food,negative
Aramane Restaurant,"Polite staff, melting Afghan chicken, rightly spiced Hyderabadi biryani",service,positive
Aramane Restaurant,I tried hybd biryani and chicken tika Tasty and yummy food and awesome ambience,food,positive
Aramane Restaurant,"Lots of variety foods to opt from Loved it ', ' 2",food,positive
Aramane Restaurant,Decided to visit this place on a Saturday afternoon ditching Nagarjuna- Bad Idea,food,negative
Aramane Restaurant,Very average food,food,neutral
Aramane Restaurant,"The chicken dishes were hard and undercooked, no flavor in the Biryani",food,negative
The Grillo,"It was late afternoon, We missed our lunch and hopped in to ""The Grillo"" at around 5 in the evening",service,positive
The Grillo,The staffs were friendly but seemed inexperienced,service,positive
The Grillo,"Since it was late, a couple dishes we asked were not available",service,negative
The Grillo,"Neerdose was decent, and did tasted good with chicken Sukha",food,positive
The Grillo,Loved how Sholay kebabs were rolled inside a layer of eggs,food,positive
The Grillo,It has got normal ambience and the service was little slow inspite of less customers,ambience,neutral
The Grillo,Mutton dum biriyani was more spicy,food,negative
The Grillo,Quantity was good of all the items,service,positive
The Grillo,Rates are affordable,price,positive
The Dhaba,Tummy bole hadippa!!!!  Food here is mouth smacking,food,positive
The Dhaba,Fell in love with roohafza tandai,food,positive
The Dhaba,Ambiance is really good! My photo gallery is over flowing,ambience,positive
The Dhaba,"No comments on the service, all good",service,positive
Eagle Ridge,Good property but worst management,service,negative
Eagle Ridge,"Bad food, mismanagement",food,negative
Eagle Ridge,No value for money,food,negative
Eagle Ridge,Uncourteous staff,service,negative
Eagle Ridge,They will say things to woo your trust and later on refuse to what they promised,service,negative
Eagle Ridge,"It's away from the hustle bustle of the city, in between the woods",ambience,positive
Eagle Ridge,My first impression was wow because the place is so green situated in between tall trees,ambience,positive
Eagle Ridge,The lower side is that the place feeds mosquitoes more than the customers,ambience,negative
Eagle Ridge,They are everywhere and the place is not at all fumigated,ambience,negative
Eagle Ridge,It actually ruined our experience and we couldn't sit there for long and had to leave for saving ourselves from mosquito bite,ambience,negative
Eagle Ridge, RATED  Its a great experience to step into the EAGLE RIDGE RESORT and dine over there at their restaurant,food,positive
Eagle Ridge, I have tasted the VEGETARIAN FOOD and it was really good,food,positive
Eagle Ridge, I would recommend you to visit the resort and taste your favorite food,food,positive
Eagle Ridge, The restaurant is clean and hygienic and suitable for all kinds of people ,ambience,positive
Eagle Ridge, Youth definitely enjoy the ambience and so will others too,ambience,positive
Guru Paradise,"Went on a Sunday night for some beer hop, but unfortunately they do not have pitcher wherein were checked Zomato prior visit and was kinda set back",service,negative
Guru Paradise, And the service pretty well organised,service,positive
Guru Paradise, The kebab was served hot and crisp and chicken was tender inside,food,positive
Guru Paradise, And the Schezwan fried rice was little too much spicy however not complaining,food,negative
Guru Paradise, All in all good experience hopefully will try to visit again,food,positive
KKR FOODIES, Cheap and good on quantity as well as quality,price,positive
KKR FOODIES," I often have paratha or biriyani here', 'Rated 3",food,positive
KKR FOODIES,  The 'lunch under 99' offer of Zomato is really good,price,positive
KKR FOODIES," Ordered biryani from this, didn't expect much, surprisingly they delivered a good quantity and it tasted good as well",food,positive
KKR FOODIES, The place is done up cute,ambience,positive
KKR FOODIES, We ordered several parathas none of which tasted great,food,positive
KKR FOODIES, Service was extremely slow,service,negative
Mamma Mexicana, I ordered the ribs and was very disappointed with them,food,negative
Mamma Mexicana, All it had was a thick layer of fat and no meat whatsoever,food,negative
Mamma Mexicana," My friend had a veg burrito, which he said was decent, hence the two stars",food,neutral
Mamma Mexicana," We ordered a plate of onion rings after my ribs turned out to be bad, that was pretty bad as well",food,negative
Mamma Mexicana," We went with it thinking that that will be difficult to go wrong with, but got served with a very dry brownie and a scoop of tasteless vanilla ice cream",food,negative
Mamma Mexicana,This place needs to get it's basics right,service,negative
Mamma Mexicana,The only reason I gave a 3 is because the steak that I had was good,food,neutral
Mamma Mexicana,The pina colada was too watery and had a big chunk of ice to provide the cooling,food,negative
Mamma Mexicana,The Greek salad came without the cucumber and the feta cheese - we had to send it back to get it redone,food,negative
Mamma Mexicana," And finally, the apple pie - this was the first time I am seeing it served with vanilla icecream and chocolate sauce",food,negative
Mamma Mexicana," I just have no words, except a sincere request - please don't visit this place"", 'Rated 1",food,negative
Mamma Mexicana,Pathetic Service,service,negative
Mamma Mexicana,Nobody is even bothered to give you a menu or take the order,service,negative
Mamma Mexicana,We walked out after trying to catch the attention of the staff for some 15 minutes,service,negative
Mamma Mexicana,It was not even crowded that night! No wonder it's rated so bad on Zomato,service,negative
Mamma Mexicana, Ambience - Decent and nothing out of the boxService - Staff is friendly and service is quickFood & Drinks - Good specially their chicken dishes,food,positive
Southern Spice, Very expensive,price,negative
Southern Spice, Not worth for money,price,negative
Southern Spice, Chapati was good here ,food,positive
Southern Spice, Mixed veg curry was only having lots of Garam masala,food,negative
Southern Spice, There was no taste in curry apart from garam masala,food,negative
Southern Spice, Service was ok too,service,negative
Refresh,A decent Place to Have snack and chitchat in the Evening,ambience,positive
Refresh,The coffee would have been even more better,food,negative
Refresh,They have renovated and the place is goodPlace 4/5Service 3,service,neutral
Refresh,5Food 3,food,neutral
Refresh,"When I was moved to Bangalore in 2012, refresh used to be our only most visited hangout place",food,positive
Refresh,Since then this place has evolved and its decor has changed to a really beautiful one,ambience,positive
Refresh,Services and staff has become more professional,service,positive
Refresh,"A good place to enjoy with your college friends or with family', 'Rated 2",ambience,positive
Refresh,RATED  I cannot be polite enough to say that I\'m very much disappointed on the taste of the food,food,negative
Refresh,Chicken Pasta with white sauce - 1/5The chicken in the chicken omelette was totally minced to the point that I actually had to ask them if this is what I ordered,food,negative
Refresh,It was neither visible nor tasting like chicken omelette,food,negative
Refresh,The server had to take it back to the kitchen to get confirmation from the cook,food,negative
Refresh,"Upon his return he showed me the tiny ""cumin"" sized chicken pieces by scrapping the omelette in the middle with a fork",food,negative
Refresh,A perfect renovated look of Refresh is taking my brethe here,ambience,positive
Refresh,Very nice place to have quick bites along with chit chats ,ambience,positive
Refresh,Poha was good if not for a chunk of salt in that,food,negative
Refresh,I assume this is a one off incident and advise the kitchen to avoid future occurrences ,food,negative
Refresh,The omelette was decent,food,positive
Refresh,Surely ordering again,food,positive
Refresh,RATED  Food is pathetic,food,negative
Refresh,Tasteless soups and sandwiches,food,negative
Refresh,Ambience is the only good thingWashroom is pretty unhygienic,ambience,negative
Refresh,I would suggest to choose another place if you want to have light snacks,food,negative
Refresh,RATED  Food really sucks here and so does the service,food,negative
Refresh,We ordered vermicelli and poha for the breakfast and you would get a poha which is not even worth Rs,food,negative
Refresh,The food was below average and service poor,food,negative
Refresh,A good place for fresh food,food,positive
Refresh,After renovations this place a much better ambience,ambience,positive
Refresh, Its a calm place to hangout and their food is always fresh and top notch,food,positive
Refresh,There is No unnecessary fuss like cheese / cream stuff on food,food,positive
Refresh,The taste of both item was okay,food,neutral
Refresh,Packing of food was okay,food,positive
Refresh,Presentation of food wasnt great,food,negative
Chullah Bhatti,It's a small cafeteria out there at heart of kadubhishnalli junction,food,neutral
Chullah Bhatti,decent food you cannot expect too much from them ,food,positive
Chullah Bhatti,but still food quality is upto the mark !!!,food,positive
Chullah Bhatti,In Bengaluru till date the best chinese dishes are brought from this restaurant's kitchen,food,positive
Chullah Bhatti,I just love the honey chilli chicken and its too good ',food,positive
Chullah Bhatti,Small well organized place in marathahalli,ambience,positive
Chullah Bhatti,Ambience is good ,ambience,positive
Chullah Bhatti,but not food Tried paneer tikka Gobi Manchurian stuffed kulcha and Chicken mughlai,food,negative
Chullah Bhatti,Only thing I liked is stuffed kulcha,food,negative
Chullah Bhatti,Other items were not at all good,food,negative
Chullah Bhatti,They should improve their food quality and taste,food,negative
Chullah Bhatti,Staffs were good and service was on time,service,positive
Chullah Bhatti,Nice place and a Really nice food ,food,positive
Chullah Bhatti,If you r north Indian food lover with traditional food this place is for  you ,food,positive
Chullah Bhatti,Reasonably prices food quality is awesome Located on Marathahalli Outer ring road,food,positive
Chullah Bhatti,Chicken Starter  Chicken butter masala with Butter naan,food,positive
Chullah Bhatti,Straight to the point ordered chicken biryani and drums of heaven on a nice cozy Sunday late afternoon with no great appetite,food,neutral
Chullah Bhatti,This place turns out to be go-there-more-than-once type of restaurants for me for the quality served,food,positive
Chullah Bhatti,Grab your food here!' ',food,neutral
Chullah Bhatti,We loved the food,food,positive
Chullah Bhatti,Such good pricing and simple ambience,price,positive
Chullah Bhatti,Parking facility is there,ambience,neutral
Chullah Bhatti,Easily locateable on ORR,service,neutral
Chullah Bhatti,The service is good,service,positive
Chullah Bhatti,Great option to quench your thirst for north indian food in the IT capital,food,positive
Chullah Bhatti,They served One of the best north indian food in bangalore,food,positive
Chullah Bhatti,I visit there at evening for dinner,food,neutral
Chullah Bhatti,I had butter naan chicken starter  chicken lawabdar All the foods items were Delicious,food,positive
Chullah Bhatti,Also It's a pocket friendly Restaurant,price,positive
Chullah Bhatti,Highly Recommended !,food,positive
Chullah Bhatti,Went for lunch one day from work and wasn't greatly satisfied,food,negative
Chullah Bhatti,The ambiance is nice but the food not so much! They can definitely improvise on their preparations to a great extent!,food,negative
Chullah Bhatti, We went out for dinner to this place on a weekday,food,neutral
Chullah Bhatti,Nestled amidst other eateries between Marathahalli and Bellandur Chullah Bhatti serves delicious Indian delights ,food,positive
Chullah Bhatti,at extremely affordable rates,price,positive
Chullah Bhatti, For starters we ordered Fish Hyderabadi Tikka and Murgh Achari Tikka,food,neutral
Chullah Bhatti, The chicken starter was absolutely delicious with the flavors of the masala having seeped into the juicy meat inside,food,positive
Chullah Bhatti, The fish was soft and served hot from the kitchen and spread easily as we dug in with our fork,food,positive
Chullah Bhatti, Mains included garlic naan and Mutton lasugniyan,food,neutral
Chullah Bhatti, We made a mistake of ordering both garlic based dishes but the mutton was absolutely delicious so no regrets there,food,positive
Chullah Bhatti, We ended the meal with hot gulab jamuns,food,neutral
Chullah Bhatti, Service was good though the restaurant could be a little cleaner,ambience,negative
Chullah Bhatti, Overall a joint worth every penny you spendanaffairwithflavours,price,positive
Chullah Bhatti,  The place has very good food options,food,positive
Chullah Bhatti, The staff is courageous,service,positive
Chullah Bhatti, Stuffed mushroom amritsari chicken and maharani dal are a must try,food,positive
Chullah Bhatti, The place has reasonable prices and everyone should visit this place',price,positive
Chullah Bhatti,  A friend of mine suggested this place for lunch and we had a good time,food,positive
Chullah Bhatti, The ambience was pretty neat what every Indian restaurant should look like :P,ambience,positive
Chullah Bhatti,We ordered veg manchurian as a starter and it was delicious! I took a couple of butter naans while my friend had veg biriyani accompanied by dal makhani and dum sabzi handi,food,positive
Chullah Bhatti, The biriyani was alright but the naans went really well with the dishes,food,positive
Chullah Bhatti, The dum sabzi was probably one of the best veg dishes I have ever had that good!,food,positive
Chullah Bhatti,I must also mention the service was really really good,service,positive
costal spice,Bangude tawa fry was not so great,food,negative
costal spice, Fish was fresh though,food,positive
costal spice, Loved butter chicken and Naan,food,positive
costal spice, Yummy,food,positive
costal spice, Service and Ambience was good,service,positive
costal spice,"Food-4 Ambience-4 Service-4'), Staying in the hotel for an official trip",food,positive
costal spice, Went fora buffet breakfast,food,neutral
costal spice, The spread is not much but was impressed with the service,service,positive
costal spice," I didn’t had much, except tea and boiled egg",food,neutral
costal spice, The usher was very friendly and made sure that i had a comfortable meal,service,positive
costal spice, Will definitely try more meals with them,food,neutral
costal spice, Nice place with good and peaceful ambiance food is also nice like the fish fry and the chicken also overall a good place even bar counter available for drinks,food,positive
Mango Greens,If you are located within 5km of this place then you might know that there were are not many buffet options in this area so this is a very good option nearby without driving too far in traffic,food,positive
Mango Greens,The 25 items variety mentioned in the menu section are definitely served,food,positive
Mango Greens, about 8 varieties of icecreams flavours,food,neutral
Mango Greens,Value for money,price,positive
Mango Greens,  You may go on weekdays to avoid crowds,ambience,neutral
Mango Greens,  Ambiance of this place is really nice,ambience,positive
Mango Greens, We visited during the weekday and it was very quiet and calm,ambience,positive
Mango Greens, Food wise it was tasty as well,food,positive
Mango Greens, Variety wise not very large buffet spread but very neatly maintained,service,positive
Mango Greens,"  Warm ambience, Spacious area, plenty parking, unlimited food, good food",food,positive
Mango Greens, You can't possibly fault this place which probably ticks all boxes quite neatly,food,negative
Mango Greens, The buffet spread was pretty wide and you can go crazy with the 8 ice cream flavors alone! Try each and you'll have yoir last penny's worth already!,food,positive
Mango Greens,A must visit for family dos and as well as a silent outing,ambience,positive
Mango Greens,"  Serene ambience, almost open space covered with lot of plants",ambience,positive
Mango Greens, Really a green place,ambience,positive
Mango Greens, Friendly staff,service,positive
Mango Greens," Mango greens is branch of Mango tree, Green for vegetarian buffet and Tree for non veg buffet",food,neutral
Mango Greens, Liked the concept of seperating veg and non veg Buffets,food,neutral
Mango Greens," Usual trend of review is to start with starters, but main course in this restaurant has topped over starters",food,positive
Mango Greens, Liked texture and taste,food,positive
Mango Greens," Akki Rotti and Ragi Rotti were today's special roti, to be frank these roties were really fresh and tasty",food,positive
Mango Greens," Overall good starters, good main course, good desserts",food,positive
Mango Greens, And fresh fruits,food,positive
Mango Greens,"  Nice place filled with lot of green plants , trees and open space ",ambience,positive
Mango Greens," food is clean and comfortable, we had mushroom italic , broccoli soup both turned out to be great, main course was a bit let down with too much of tomato curry over powering all other spice ",food,positive
Mango Greens, staff is friendly,service,positive
